Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure;SEP
5;3;7.1822377987605925;5.534719133761697;1.6475186649988958;1.6475186649988958
11;27;5.724820374081082;5.319281323905411;0.4055390501756708;0.4055390501756708
12;198;5.216819431097564;5.218708369205777;-0.0018889381082134449;0.0018889381082134449
13;174;5.942979465883545;5.823845969898754;0.11913349598479162;0.11913349598479162
17;86;5.200033450961057;5.692032226758446;-0.4919987757973887;0.4919987757973887
19;183;5.258739264373365;4.984045521326927;0.2746937430464387;0.2746937430464387
20;70;6.585165527467167;6.555116556754282;0.030048970712885037;0.030048970712885037
27;80;5.110534618064756;5.4963772691957615;-0.38584265113100535;0.38584265113100535
28;199;5.787177080866564;5.40817127163647;0.37900580923009386;0.37900580923009386
32;195;6.313160039269335;5.497812295676124;0.815347743593211;0.815347743593211
37;11;5.653753373817611;5.642667474922295;0.011085898895315971;0.011085898895315971
41;179;4.87860506885266;5.2847964768988955;-0.40619140804623566;0.40619140804623566
43;67;6.809114261235176;6.097587379712748;0.7115268815224276;0.7115268815224276
45;203;6.1481300402383265;5.685471233052433;0.4626588071858935;0.4626588071858935
52;85;4.877042834660176;5.486118344547804;-0.6090755098876279;0.6090755098876279
57;216;5.794831414048028;5.407433884384383;0.3873975296636454;0.3873975296636454
66;185;5.753839239859525;5.3587130837350045;0.39512615612452073;0.39512615612452073
67;65;5.351413815420634;5.7384566389942595;-0.3870428235736254;0.3870428235736254
70;109;5.848058180659334;6.029387273922746;-0.18132909326341196;0.18132909326341196
78;84;4.738385138866096;5.3115417275355945;-0.5731565886694989;0.5731565886694989
82;8;4.7057208809517554;5.550470006039119;-0.8447491250873638;0.8447491250873638
84;74;4.6039547383655774;5.412194553740038;-0.8082398153744608;0.8082398153744608
101;200;5.24999050656371;5.477964897097742;-0.22797439053403235;0.22797439053403235
109;61;5.257145095423357;5.889659679336562;-0.6325145839132054;0.6325145839132054
118;2;6.4118892133262335;5.576240237666606;0.8356489756596277;0.8356489756596277
124;92;5.631982787284962;5.577516002895013;0.05446678438994912;0.05446678438994912
128;21;6.605931502751544;5.497852368897867;1.1080791338536775;1.1080791338536775
