Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure;SEP
2;83;223.590523699122;291.4506918560391;-67.8601681569171;67.8601681569171
3;63;147.41112489564438;223.6116569480904;-76.20053205244602;76.20053205244602
15;190;281.1926011767817;309.9565126074192;-28.763911430637506;28.763911430637506
21;173;320.73879366977667;320.53514801937627;0.2036456504004036;0.2036456504004036
22;12;225.865450978427;336.83776860078814;-110.97231762236115;110.97231762236115
24;91;692.5947906547851;319.2340969637223;373.3606936910628;373.3606936910628
30;44;320.5085653103285;296.17189808362383;24.336667226704662;24.336667226704662
38;101;289.9919016987288;263.85080788990086;26.141093808827918;26.141093808827918
53;42;280.469955821255;294.5366544016933;-14.066698580438299;14.066698580438299
61;77;289.83485512300666;279.01689017179365;10.817964951213014;10.817964951213014
72;175;399.6544809082217;301.1612565708899;98.49322433733175;98.49322433733175
75;52;69.21825099482606;278.14772993929347;-208.9294789444674;208.9294789444674
83;74;251.76113638640345;301.5487242907007;-49.787587904297254;49.787587904297254
87;89;269.3074695430702;243.42054291729949;25.88692662577074;25.88692662577074
88;205;187.6966250793711;226.9807418824303;-39.28411680305919;39.28411680305919
93;14;492.0070261571011;332.1364407293084;159.87058542779272;159.87058542779272
100;201;328.18315684033865;292.30210389384644;35.88105294649222;35.88105294649222
103;66;281.8389168152959;275.927586463884;5.911330351411891;5.911330351411891
104;57;433.0119635293463;267.53676800958726;165.47519551975904;165.47519551975904
107;219;164.89435763084603;227.51846373504853;-62.6241061042025;62.6241061042025
108;61;271.05427465316313;259.8953028137378;11.158971839425305;11.158971839425305
117;2;502.6102271153803;349.45193641698944;153.15829069839089;153.15829069839089
119;188;348.1929358321822;309.86417530676727;38.32876052541491;38.32876052541491
121;105;507.42984245852546;328.31325411874224;179.11658833978322;179.11658833978322
122;174;369.36602749585643;339.98042327378937;29.38560422206706;29.38560422206706
132;108;537.6970182989107;339.30314791941635;198.3938703794944;198.3938703794944
