Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure
2;83;223.590523699122;291.4506918560391;-67.8601681569171
3;63;147.41112489564438;223.6116569480904;-76.20053205244602
15;190;281.1926011767817;309.95651260741914;-28.76391143063745
21;173;320.73879366977667;320.5351480193762;0.20364565040046045
22;12;225.865450978427;336.8377686007882;-110.9723176223612
24;91;692.5947906547851;319.2340969637222;373.3606936910629
30;44;320.5085653103285;296.17189808362383;24.336667226704662
38;101;289.9919016987288;263.8508078899008;26.141093808827975
53;42;280.469955821255;294.53665440169334;-14.066698580438356
61;77;289.83485512300666;279.01689017179365;10.817964951213014
72;175;399.6544809082217;301.16125657088986;98.49322433733181
75;52;69.21825099482606;278.14772993929347;-208.9294789444674
83;74;251.76113638640345;301.5487242907007;-49.787587904297254
87;89;269.3074695430702;243.42054291729949;25.88692662577074
88;205;187.6966250793711;226.98074188243027;-39.28411680305916
93;14;492.0070261571011;332.1364407293084;159.87058542779272
100;201;328.18315684033865;292.3021038938463;35.88105294649233
103;66;281.8389168152959;275.927586463884;5.911330351411891
104;57;433.0119635293463;267.53676800958726;165.47519551975904
107;219;164.89435763084603;227.51846373504847;-62.62410610420244
108;61;271.05427465316313;259.8953028137378;11.158971839425305
117;2;502.6102271153803;349.45193641698944;153.15829069839089
119;188;348.1929358321822;309.86417530676727;38.32876052541491
121;105;507.42984245852546;328.31325411874224;179.11658833978322
122;174;369.36602749585643;339.98042327378937;29.38560422206706
132;108;537.6970182989107;339.30314791941635;198.3938703794944
